Date,City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
2016-07-31,Hyderabad,10.64,76.71,7.4,8.5,15.9,18.94,6.46,6.25,6.46,0.12,0.81,0.11,240.0,Poor
2016-08-01,Hyderabad,10.24,76.71,7.58,8.01,15.59,18.94,6.08,6.15,6.08,0.1,0.68,0.09,232.0,Poor
2016-08-02,Hyderabad,6.01,76.71,7.4,7.35,14.74,18.94,7.25,6.7,7.25,0.08,0.56,0.06,242.0,Poor
2016-08-03,Hyderabad,4.83,76.71,3.84,7.3,11.14,18.94,5.32,5.05,7.0,0.08,0.57,0.08,234.0,Poor
2016-08-04,Hyderabad,6.41,76.71,7.59,7.9,15.49,18.94,1.07,5.87,6.9,0.08,0.49,0.07,121.0,Moderate
2016-08-05,Hyderabad,5.81,76.71,12.49,7.43,19.92,18.94,1.19,8.76,8.76,0.09,0.6,0.07,117.0,Moderate
2016-08-06,Hyderabad,7.29,76.71,8.99,8.52,17.51,18.94,0.75,7.02,9.19,0.08,0.5,0.06,22.0,Good
2016-08-07,Hyderabad,6.38,76.71,6.49,7.69,14.18,18.94,0.66,6.04,9.5,0.08,0.52,0.07,82.0,Satisfactory
2016-08-08,Hyderabad,9.67,76.71,6.82,9.49,16.31,18.94,1.09,5.95,9.91,0.09,0.58,0.07,119.0,Moderate
2016-08-09,Hyderabad,8.86,41.75,6.5,8.99,15.02,12.11,0.68,6.51,10.1,0.1,0.56,0.07,86.0,Satisfactory
2016-08-10,Hyderabad,9.41,38.77,4.83,8.64,11.86,12.28,0.45,6.92,9.76,0.07,0.46,0.04,84.0,Satisfactory
2016-08-11,Hyderabad,7.81,26.51,5.34,9.11,10.68,11.83,0.44,6.2,9.13,0.09,0.55,0.05,63.0,Satisfactory
2016-08-12,Hyderabad,9.77,26.51,11.88,8.03,8.71,11.83,0.5,10.37,9.19,0.09,0.59,0.05,120.0,Moderate
2016-09-02,Hyderabad,6.31,28.63,10.71,44.71,13.01,31.07,0.39,7.71,13.53,0.06,0.85,0.11,87.0,Satisfactory
2016-09-03,Hyderabad,10.4,30.27,13.23,57.09,17.23,15.31,0.45,10.59,14.46,0.06,0.49,1.06,78.0,Satisfactory
2016-09-04,Hyderabad,23.0,62.17,6.93,46.21,3.46,44.05,0.07,3.71,14.74,0.01,0.04,0.06,49.0,Good
2016-09-06,Hyderabad,28.28,87.32,14.82,74.51,18.74,36.24,0.27,16.38,14.26,0.08,1.3,2.24,85.0,Satisfactory
2016-09-07,Hyderabad,37.15,99.05,17.64,84.52,27.1,32.48,0.39,8.3,13.15,0.26,4.77,3.96,97.0,Satisfactory
2016-09-08,Hyderabad,25.0,82.86,16.61,78.74,16.86,27.66,0.2,12.95,15.26,0.09,1.79,2.61,93.0,Satisfactory
2016-09-10,Hyderabad,37.09,82.11,12.5,78.98,26.06,22.62,0.37,13.91,15.02,0.1,1.9,5.73,92.0,Satisfactory
2016-09-11,Hyderabad,24.59,59.97,13.43,70.69,22.2,26.24,0.32,4.45,16.52,0.1,0.74,3.38,66.0,Satisfactory
2016-09-12,Hyderabad,30.49,69.68,11.8,59.25,20.74,16.75,0.28,12.54,15.39,0.08,1.34,5.74,65.0,Satisfactory
2016-09-13,Hyderabad,23.2,43.26,10.21,42.07,14.05,19.98,0.31,9.58,22.48,0.08,0.78,5.44,66.0,Satisfactory
2016-09-14,Hyderabad,23.25,46.02,10.27,42.44,14.15,12.34,0.13,12.68,21.14,0.06,0.95,7.3,55.0,Satisfactory
2016-09-15,Hyderabad,15.79,36.7,12.37,46.68,15.99,15.62,0.15,11.29,18.76,0.1,1.52,3.93,70.0,Satisfactory
2016-09-16,Hyderabad,10.75,22.54,9.73,35.0,7.61,38.51,0.27,2.6,8.26,0.03,0.21,0.54,59.0,Satisfactory
2016-09-20,Hyderabad,9.93,21.82,8.85,31.44,11.36,6.56,0.25,1.98,24.77,0.05,0.22,0.96,62.0,Satisfactory
2016-09-21,Hyderabad,17.82,31.93,10.85,38.08,19.18,16.51,0.11,2.83,21.43,0.1,0.72,3.17,52.0,Satisfactory
2016-09-22,Hyderabad,13.08,34.21,10.23,37.98,11.32,9.41,0.1,4.39,26.59,0.04,0.7,2.76,52.0,Satisfactory
2016-09-23,Hyderabad,7.0,11.0,9.66,43.87,3.57,28.86,0.09,15.62,17.76,0.02,0.11,0.11,34.0,Good
2016-09-25,Hyderabad,21.28,37.15,10.08,43.64,10.2,31.24,0.17,4.1,21.7,0.05,0.3,1.73,66.0,Satisfactory
2016-09-26,Hyderabad,31.01,71.78,14.44,49.62,15.21,32.74,0.24,16.22,21.89,0.1,3.15,4.49,82.0,Satisfactory
2016-09-27,Hyderabad,33.84,76.67,11.69,51.19,16.1,18.67,0.3,7.71,23.63,0.11,3.73,6.82,78.0,Satisfactory
2016-09-28,Hyderabad,42.99,91.44,12.46,57.36,17.01,12.5,0.11,9.43,25.64,0.11,3.79,6.19,86.0,Satisfactory
2016-09-29,Hyderabad,39.5,103.83,8.76,53.2,15.5,16.89,0.17,7.08,27.93,0.08,1.92,5.0,100.0,Satisfactory
2016-09-30,Hyderabad,37.67,101.49,8.09,45.98,13.6,11.83,0.01,6.55,35.03,0.06,1.71,6.22,103.0,Moderate
2016-10-01,Hyderabad,16.68,31.02,9.57,42.12,20.85,25.01,0.24,8.03,29.57,0.08,1.2,2.13,70.0,Satisfactory
2016-10-02,Hyderabad,13.57,24.85,9.42,41.65,12.52,19.43,0.11,2.73,30.28,0.05,0.29,0.11,55.0,Satisfactory
2016-10-03,Hyderabad,12.72,33.72,7.59,26.93,7.84,17.95,0.19,9.91,25.02,0.02,0.11,0.13,72.0,Satisfactory
2016-10-04,Hyderabad,11.98,35.51,9.57,42.12,13.8,9.0,0.03,6.74,22.95,0.03,0.11,0.09,47.0,Good
2016-10-05,Hyderabad,9.83,32.3,10.92,35.58,12.75,12.28,0.07,5.53,23.2,0.02,0.09,0.22,73.0,Satisfactory
2016-10-06,Hyderabad,15.29,52.36,13.83,47.47,16.72,14.01,0.1,6.85,20.62,0.02,0.2,0.76,56.0,Satisfactory
2016-10-07,Hyderabad,15.45,57.53,10.46,40.95,13.83,10.52,0.2,6.22,23.05,0.01,0.17,0.7,63.0,Satisfactory
2016-10-08,Hyderabad,16.38,37.54,10.7,39.15,12.18,11.07,0.08,3.2,22.36,0.01,0.21,0.22,55.0,Satisfactory
2016-10-09,Hyderabad,12.88,45.38,11.5,45.99,3.87,11.22,0.05,1.55,30.7,0.0,0.06,0.06,65.0,Satisfactory
2016-10-12,Hyderabad,48.55,108.27,10.24,45.48,9.94,15.37,0.43,19.26,27.61,0.23,3.94,4.6,106.0,Moderate
2016-10-13,Hyderabad,50.52,99.86,12.08,63.89,20.04,21.18,0.65,15.29,26.79,0.48,10.12,4.94,104.0,Moderate
2016-10-14,Hyderabad,44.48,94.36,10.91,73.13,21.83,31.36,0.62,22.54,33.44,0.53,6.69,1.11,97.0,Satisfactory
2016-10-15,Hyderabad,45.06,101.0,8.9,61.79,15.27,27.21,0.59,15.96,38.65,0.22,4.61,0.46,97.0,Satisfactory
2016-10-16,Hyderabad,56.83,104.28,15.01,75.39,23.92,31.41,0.79,21.55,33.68,0.33,8.32,2.28,108.0,Moderate
2016-10-17,Hyderabad,54.95,94.42,26.16,87.44,31.02,28.7,0.53,23.06,26.69,0.47,9.19,3.78,100.0,Satisfactory
2016-10-18,Hyderabad,60.17,94.51,21.31,92.33,29.15,26.25,0.59,27.92,25.99,0.17,3.61,4.51,97.0,Satisfactory
2016-10-19,Hyderabad,58.85,101.67,12.43,75.82,22.89,29.97,0.97,29.86,35.87,0.07,1.53,0.66,103.0,Moderate
2016-10-20,Hyderabad,61.53,106.2,11.99,77.75,23.4,29.1,0.81,34.73,35.26,0.09,1.88,0.82,104.0,Moderate
2016-10-21,Hyderabad,59.04,100.29,12.44,71.09,21.95,39.49,0.51,35.22,35.03,0.13,3.11,0.48,102.0,Moderate
2016-10-22,Hyderabad,54.48,108.28,13.08,79.11,24.12,53.38,0.39,29.12,34.31,0.08,1.5,1.12,104.0,Moderate
2016-10-23,Hyderabad,54.48,106.91,11.06,86.29,25.14,54.55,0.55,37.97,40.26,0.1,3.39,0.62,111.0,Moderate
2016-10-24,Hyderabad,58.23,108.26,10.82,66.72,20.79,34.59,0.3,30.29,29.52,0.08,2.06,0.31,107.0,Moderate
2016-10-25,Hyderabad,64.18,103.01,11.65,68.11,20.88,30.24,0.38,18.9,27.18,0.06,1.27,1.74,114.0,Moderate
2016-10-26,Hyderabad,61.11,105.64,11.8,60.83,19.19,47.92,0.33,32.05,38.81,0.11,1.83,0.73,107.0,Moderate
2016-10-27,Hyderabad,64.35,101.48,11.68,50.97,16.75,45.17,0.33,44.21,56.45,0.09,2.43,0.95,117.0,Moderate
2016-10-28,Hyderabad,62.16,99.01,9.59,41.2,13.55,39.85,0.38,47.38,70.1,0.07,1.48,0.81,116.0,Moderate
2016-10-29,Hyderabad,73.11,104.96,10.85,49.76,16.1,42.24,0.5,46.17,56.15,0.07,1.78,1.1,130.0,Moderate
2016-10-30,Hyderabad,63.6,97.16,7.96,25.39,9.13,27.36,0.33,19.58,55.87,0.09,1.61,0.62,129.0,Moderate
2016-10-31,Hyderabad,58.15,84.2,8.84,24.36,11.15,26.1,0.54,23.55,46.88,0.07,1.37,0.09,106.0,Moderate
2016-11-01,Hyderabad,73.45,106.62,9.75,35.18,17.47,24.59,0.57,47.02,58.59,0.17,4.44,1.96,118.0,Moderate
2016-11-02,Hyderabad,64.93,100.92,9.23,22.8,8.34,21.5,0.35,45.54,68.19,0.2,2.78,1.8,134.0,Moderate
2016-11-03,Hyderabad,61.75,97.54,9.6,23.49,9.26,20.77,0.35,35.06,58.34,0.08,1.68,2.07,104.0,Moderate
2016-11-04,Hyderabad,65.1,101.16,9.43,13.74,5.38,9.27,0.36,31.95,58.26,0.05,1.63,2.03,113.0,Moderate
2016-11-05,Hyderabad,67.23,100.75,10.41,31.41,11.5,12.51,0.26,31.89,66.88,0.08,1.35,2.46,151.0,Moderate
2016-11-06,Hyderabad,65.76,104.57,9.87,25.01,9.76,13.96,0.36,31.29,66.89,0.08,1.73,0.98,119.0,Moderate
2016-11-07,Hyderabad,66.65,112.8,8.73,18.35,7.51,22.83,0.35,40.78,72.73,0.16,1.99,0.28,124.0,Moderate
2016-11-08,Hyderabad,60.51,107.1,8.57,36.85,12.13,25.37,0.47,38.63,66.96,0.13,2.09,0.35,112.0,Moderate
2016-11-09,Hyderabad,65.33,103.8,8.22,42.02,13.74,24.24,0.45,35.56,74.13,0.12,1.21,0.13,147.0,Moderate
2016-11-10,Hyderabad,71.55,106.32,9.65,56.07,17.15,36.33,0.45,46.68,79.48,0.11,1.66,0.29,144.0,Moderate
2016-11-11,Hyderabad,62.24,97.74,8.99,52.96,25.65,33.77,0.92,46.54,79.89,0.13,2.3,0.45,129.0,Moderate
2016-11-12,Hyderabad,61.83,104.38,9.26,53.12,16.3,39.06,0.61,35.55,92.1,0.08,1.54,0.33,152.0,Moderate
2016-11-13,Hyderabad,60.96,98.46,8.93,48.17,14.97,30.06,0.64,28.22,91.75,0.05,0.86,0.5,163.0,Moderate
2016-11-14,Hyderabad,61.46,99.72,10.06,45.51,14.73,31.45,0.74,16.38,59.28,0.05,0.76,0.13,122.0,Moderate
2016-11-15,Hyderabad,67.56,102.5,9.75,35.21,12.11,27.89,0.54,25.31,55.35,0.06,1.11,0.16,125.0,Moderate
2016-11-16,Hyderabad,59.73,101.38,8.44,36.72,11.96,31.12,0.59,51.36,78.43,0.07,1.02,0.04,140.0,Moderate
2016-11-17,Hyderabad,63.35,103.32,8.28,38.09,12.26,33.57,0.49,42.96,75.33,0.05,0.85,0.06,104.0,Moderate
2016-11-18,Hyderabad,61.71,95.29,8.64,41.53,13.22,29.05,0.45,37.9,76.18,0.08,0.83,0.34,133.0,Moderate
2016-11-19,Hyderabad,61.8,98.96,10.96,58.71,18.26,36.62,0.52,44.93,67.7,0.07,0.82,0.33,141.0,Moderate
2016-11-20,Hyderabad,61.0,96.5,11.02,63.32,19.38,33.56,0.57,30.3,64.43,0.02,0.57,0.08,122.0,Moderate
2016-11-21,Hyderabad,55.76,85.33,11.63,59.47,18.69,38.92,0.51,36.43,53.54,0.03,0.57,0.06,105.0,Moderate
2016-11-22,Hyderabad,60.32,89.17,11.87,65.82,15.22,38.16,0.5,31.34,42.62,0.02,0.49,0.1,98.0,Satisfactory
2016-11-23,Hyderabad,62.65,91.64,10.05,51.12,14.74,37.16,0.52,34.96,63.49,0.05,0.85,0.18,124.0,Moderate
2016-11-24,Hyderabad,64.38,95.85,12.59,60.39,19.27,30.2,0.64,31.07,67.2,0.04,0.65,0.31,162.0,Moderate
2016-11-25,Hyderabad,63.41,102.09,10.63,37.87,13.16,23.54,0.59,41.97,50.88,0.02,0.61,0.33,136.0,Moderate
2016-11-26,Hyderabad,52.96,90.29,7.65,8.25,4.6,5.08,0.55,38.34,32.64,0.03,0.44,0.33,109.0,Moderate
2016-11-27,Hyderabad,59.95,98.75,7.69,5.3,4.13,3.64,0.5,48.96,51.89,0.03,0.67,0.4,106.0,Moderate
2016-11-28,Hyderabad,63.92,103.2,7.48,5.31,3.59,4.08,0.49,42.29,57.06,0.02,0.46,0.05,105.0,Moderate
2016-11-29,Hyderabad,55.4,95.5,7.97,27.3,6.7,16.48,0.3,41.03,49.06,0.02,0.36,0.11,113.0,Moderate
2016-11-30,Hyderabad,58.98,95.61,12.12,72.0,14.58,41.11,0.43,37.54,44.92,0.02,0.34,0.19,100.0,Satisfactory
2016-12-01,Hyderabad,58.86,97.97,10.58,54.03,10.45,31.73,0.38,23.1,49.67,0.02,0.15,0.12,103.0,Moderate
2016-12-02,Hyderabad,61.32,101.59,11.19,54.28,5.18,35.72,0.17,35.08,38.95,0.01,0.08,0.03,96.0,Satisfactory
2016-12-03,Hyderabad,57.06,89.69,9.88,38.29,9.69,23.13,0.28,8.7,33.69,0.03,0.04,0.04,112.0,Moderate
2016-12-04,Hyderabad,59.44,94.88,12.66,40.89,14.51,21.32,0.41,20.04,32.84,0.04,0.12,0.05,94.0,Satisfactory
2016-12-05,Hyderabad,66.0,104.04,12.87,46.01,15.87,28.38,0.49,38.17,39.49,0.02,0.35,0.06,112.0,Moderate
2016-12-06,Hyderabad,65.98,100.21,9.11,43.82,11.8,27.81,0.46,39.34,62.06,0.02,0.22,0.05,115.0,Moderate
2016-12-07,Hyderabad,58.07,91.26,10.79,58.31,9.62,28.78,0.32,44.6,47.96,0.01,0.13,0.08,109.0,Moderate
2016-12-08,Hyderabad,60.69,102.1,11.49,64.12,11.6,31.26,0.36,36.91,53.68,0.01,0.18,0.15,110.0,Moderate
2016-12-09,Hyderabad,63.73,106.83,9.61,60.81,12.1,17.46,0.29,30.48,62.7,0.02,0.08,0.22,126.0,Moderate
2016-12-10,Hyderabad,61.83,103.12,11.02,60.63,12.58,24.41,0.38,34.5,54.68,0.02,0.42,0.66,117.0,Moderate
2016-12-11,Hyderabad,61.79,97.38,10.11,68.61,13.47,34.77,0.37,45.32,50.84,0.03,1.08,0.86,104.0,Moderate
2016-12-12,Hyderabad,48.86,104.26,11.21,58.18,11.72,26.45,0.45,46.34,45.44,0.02,0.49,0.13,103.0,Moderate
2016-12-13,Hyderabad,60.56,103.88,10.75,55.27,8.25,30.9,0.26,41.86,37.38,0.01,0.46,0.06,105.0,Moderate
2016-12-14,Hyderabad,44.66,62.82,9.33,27.18,5.73,19.33,0.28,7.84,36.95,0.01,0.05,0.03,82.0,Satisfactory
2016-12-15,Hyderabad,57.33,93.83,22.06,49.45,7.32,26.91,0.25,13.93,27.81,0.02,0.31,0.21,96.0,Satisfactory
2016-12-16,Hyderabad,64.61,96.25,13.66,48.99,7.57,27.7,0.28,33.63,44.11,0.02,0.33,0.02,133.0,Moderate
2016-12-17,Hyderabad,56.65,95.79,18.38,60.92,14.28,31.24,0.47,34.23,40.88,0.05,1.14,0.57,117.0,Moderate
2016-12-18,Hyderabad,54.74,94.68,11.85,62.77,12.93,36.11,0.33,38.49,40.87,0.07,1.32,0.46,96.0,Satisfactory
2016-12-19,Hyderabad,61.36,96.74,10.63,65.8,13.12,31.03,0.32,43.85,46.78,0.03,0.97,0.31,102.0,Moderate
2016-12-20,Hyderabad,60.03,94.81,10.0,67.81,13.49,34.35,0.34,49.63,56.91,0.03,1.02,0.6,117.0,Moderate
2016-12-21,Hyderabad,54.24,95.55,11.18,73.32,14.68,29.32,0.42,45.43,49.4,0.04,1.08,0.9,106.0,Moderate
2016-12-22,Hyderabad,58.12,96.04,8.65,67.71,13.14,42.78,0.36,44.42,49.82,0.07,1.16,1.32,102.0,Moderate
2016-12-23,Hyderabad,60.2,95.54,11.1,67.78,13.76,26.75,0.33,37.44,42.22,0.04,1.07,1.73,101.0,Moderate
2016-12-24,Hyderabad,60.28,103.11,9.82,70.51,16.86,31.14,0.43,31.91,55.7,0.05,1.25,0.65,104.0,Moderate
2016-12-25,Hyderabad,61.28,103.5,8.23,58.82,17.39,19.36,0.51,11.31,63.02,0.03,0.64,0.12,106.0,Moderate
2016-12-26,Hyderabad,53.5,99.82,9.6,55.26,19.56,36.57,0.73,19.3,51.25,0.09,1.31,0.25,106.0,Moderate
2016-12-27,Hyderabad,54.32,92.67,9.02,69.63,25.52,34.58,0.74,42.58,49.14,0.2,3.11,1.5,95.0,Satisfactory
2016-12-28,Hyderabad,62.67,101.25,10.89,73.53,16.43,35.44,0.45,39.57,74.29,0.07,1.55,0.52,160.0,Moderate
2016-12-29,Hyderabad,60.05,98.82,9.38,58.31,14.69,24.76,0.48,10.11,57.89,0.04,0.69,0.92,124.0,Moderate
2016-12-30,Hyderabad,61.49,104.8,9.17,49.74,10.35,25.35,0.37,15.23,80.55,0.03,0.48,0.36,160.0,Moderate
2016-12-31,Hyderabad,61.98,110.38,7.84,40.04,8.45,18.5,0.28,6.27,83.19,0.03,0.23,0.04,173.0,Moderate
2017-01-01,Hyderabad,61.25,100.46,7.54,39.37,8.27,15.38,0.25,6.08,69.11,0.02,0.2,0.03,110.0,Moderate
2017-01-02,Hyderabad,47.21,80.12,9.69,52.0,10.85,24.87,0.33,20.73,47.61,0.02,0.77,0.18,103.0,Moderate
2017-01-03,Hyderabad,65.45,132.09,11.01,58.68,13.66,18.06,0.31,22.99,50.37,0.03,0.75,0.45,103.0,Moderate
2017-01-04,Hyderabad,116.03,197.89,12.2,58.2,12.48,26.16,0.15,37.31,56.42,0.04,0.99,0.65,215.0,Poor
2017-01-05,Hyderabad,96.21,162.27,10.97,57.6,13.18,36.67,0.0,25.88,45.66,0.06,1.2,0.53,276.0,Poor
2017-01-06,Hyderabad,75.89,147.99,12.09,69.76,15.64,23.85,0.0,34.18,36.8,0.04,0.78,0.29,158.0,Moderate
2017-01-07,Hyderabad,63.83,104.25,10.37,37.49,9.45,16.18,0.0,7.83,58.44,0.03,0.45,0.11,137.0,Moderate
2017-01-08,Hyderabad,62.34,100.56,10.32,34.38,8.88,15.23,0.0,3.21,52.76,0.02,0.2,0.05,102.0,Moderate
2017-01-09,Hyderabad,51.67,80.46,10.08,30.24,11.37,13.47,0.0,3.56,60.3,0.02,0.17,0.09,96.0,Satisfactory
2017-01-10,Hyderabad,61.42,112.53,7.05,36.21,8.33,11.94,0.0,6.6,53.49,0.03,0.29,0.5,98.0,Satisfactory
2017-01-11,Hyderabad,82.34,168.93,11.85,49.71,14.9,19.45,0.0,29.68,49.64,0.09,1.78,2.41,163.0,Moderate
2017-01-12,Hyderabad,115.47,212.64,11.78,55.94,13.1,30.92,0.0,55.61,51.68,0.08,1.87,1.46,236.0,Poor
2017-01-13,Hyderabad,108.41,166.25,10.43,49.01,11.51,26.15,0.0,16.8,43.54,0.06,0.94,0.08,281.0,Poor
2017-01-14,Hyderabad,73.75,114.17,10.06,38.15,9.48,20.75,0.0,7.78,47.92,0.04,0.35,0.05,183.0,Moderate
2017-01-15,Hyderabad,81.72,120.38,9.88,39.02,9.59,17.64,0.0,3.77,42.95,0.05,0.27,0.05,164.0,Moderate
2017-01-16,Hyderabad,83.39,140.24,14.4,52.77,12.14,19.03,0.0,21.93,30.43,0.06,0.85,0.07,184.0,Moderate
2017-01-17,Hyderabad,64.14,116.31,10.96,49.49,11.74,17.53,0.0,5.32,32.75,0.04,0.54,0.06,133.0,Moderate
2017-01-18,Hyderabad,54.56,81.16,10.06,34.26,8.81,14.66,0.0,4.16,58.14,0.04,0.24,0.05,126.0,Moderate
2017-01-19,Hyderabad,67.09,109.2,10.09,38.78,9.6,14.4,0.0,3.76,66.33,0.02,0.16,0.03,104.0,Moderate
2017-01-20,Hyderabad,76.51,135.24,10.68,49.29,11.62,15.32,0.0,9.0,55.29,0.02,0.33,0.04,150.0,Moderate
2017-01-21,Hyderabad,69.51,137.83,19.01,63.8,16.45,18.0,0.0,7.19,48.08,0.02,0.33,0.07,156.0,Moderate
2017-01-22,Hyderabad,60.61,111.85,10.06,49.44,16.53,15.71,0.0,6.68,53.25,0.02,0.46,0.3,113.0,Moderate
2017-01-23,Hyderabad,83.79,150.97,10.65,52.58,19.39,20.72,0.0,13.58,53.54,0.06,1.01,0.07,156.0,Moderate
2017-01-24,Hyderabad,71.49,148.62,10.19,50.58,11.72,19.98,0.0,12.35,53.29,0.03,0.38,0.03,151.0,Moderate
2017-01-25,Hyderabad,76.94,144.81,10.14,47.79,11.21,18.46,0.0,9.19,58.67,0.01,0.25,0.03,149.0,Moderate
2017-01-26,Hyderabad,64.21,108.56,9.54,32.92,8.41,14.62,0.0,4.04,75.82,0.0,0.1,0.03,132.0,Moderate
2017-01-27,Hyderabad,56.14,100.4,9.47,41.9,10.18,15.15,0.0,7.88,51.86,0.0,0.1,0.03,100.0,Satisfactory
2017-01-28,Hyderabad,68.79,131.75,8.46,43.74,7.53,18.29,0.0,12.09,43.59,0.0,0.1,0.03,115.0,Moderate
2017-01-29,Hyderabad,85.73,157.28,10.5,53.72,12.36,28.21,0.0,34.99,49.54,0.08,1.15,0.07,199.0,Moderate
2017-01-30,Hyderabad,62.96,124.01,19.88,60.35,16.06,25.86,0.0,19.96,56.94,0.06,0.75,0.08,129.0,Moderate
2017-01-31,Hyderabad,54.98,115.66,10.14,46.64,16.51,17.73,0.0,12.33,53.74,0.07,1.1,0.13,110.0,Moderate
2017-02-01,Hyderabad,44.56,87.45,10.32,35.7,9.92,16.81,0.0,5.74,74.98,0.03,0.37,0.17,151.0,Moderate
2017-02-02,Hyderabad,52.36,96.1,10.06,37.44,9.36,16.25,0.0,3.48,68.59,0.01,0.14,0.03,102.0,Moderate
2017-02-03,Hyderabad,58.81,109.98,9.92,42.23,10.17,16.49,0.0,8.29,76.03,0.01,0.2,0.04,113.0,Moderate
2017-02-04,Hyderabad,68.29,141.85,10.64,52.03,12.26,17.59,0.0,13.7,82.95,0.04,0.51,0.47,149.0,Moderate
2017-02-05,Hyderabad,56.73,117.29,9.79,45.95,10.79,18.65,0.0,11.04,98.75,0.02,0.32,0.04,164.0,Moderate
2017-02-06,Hyderabad,64.14,136.36,17.54,52.4,8.17,17.5,0.0,18.17,61.34,0.0,0.03,0.0,118.0,Moderate
2017-02-07,Hyderabad,93.54,188.21,8.44,60.66,11.41,26.73,0.0,25.9,42.44,0.0,0.0,0.0,185.0,Moderate
2017-02-08,Hyderabad,83.13,163.13,7.1,51.31,8.72,22.71,0.0,17.22,45.33,0.01,0.18,0.01,180.0,Moderate
2017-02-09,Hyderabad,70.3,134.14,8.62,45.89,10.47,19.35,0.0,7.48,50.11,0.02,0.31,0.04,161.0,Moderate
2017-02-10,Hyderabad,64.97,108.1,8.71,35.98,7.61,15.93,0.0,5.02,67.42,0.0,0.1,0.01,121.0,Moderate
2017-02-11,Hyderabad,41.77,108.1,6.28,27.85,3.04,13.23,0.0,1.8,64.54,0.0,0.03,0.0,115.0,Moderate
2017-02-12,Hyderabad,39.67,108.1,9.79,32.34,4.54,12.49,0.0,3.08,47.55,0.0,0.05,0.0,78.0,Satisfactory
2017-02-14,Hyderabad,62.32,115.04,10.84,35.19,9.17,18.65,0.0,10.09,57.4,0.03,0.37,0.06,137.0,Moderate
2017-02-15,Hyderabad,66.1,129.76,13.81,40.94,12.43,17.52,0.08,10.89,38.79,0.05,0.75,0.14,123.0,Moderate
2017-02-16,Hyderabad,85.12,173.28,12.04,46.28,14.03,22.99,0.11,23.38,40.55,0.11,1.51,0.23,158.0,Moderate
2017-02-17,Hyderabad,82.76,203.34,13.26,46.37,15.73,26.52,0.28,29.72,37.61,0.25,2.46,0.85,193.0,Moderate
2017-02-18,Hyderabad,75.46,197.99,15.75,46.97,15.11,27.44,0.24,33.86,39.71,0.24,2.35,0.73,179.0,Moderate
2017-02-19,Hyderabad,63.58,163.83,10.87,40.25,9.18,31.66,0.23,27.84,50.72,0.22,2.36,0.53,141.0,Moderate
2017-02-20,Hyderabad,57.61,157.84,8.41,35.93,8.46,39.69,0.25,22.31,39.94,0.2,2.08,0.38,160.0,Moderate
2017-02-21,Hyderabad,53.34,144.79,11.52,44.31,13.02,22.19,0.24,25.23,39.26,0.17,2.14,0.48,128.0,Moderate
2017-02-22,Hyderabad,65.52,167.51,12.37,46.93,13.69,30.84,0.27,20.72,49.52,0.16,1.92,0.57,161.0,Moderate
2017-02-23,Hyderabad,72.0,184.43,13.74,48.13,14.06,29.77,0.28,24.77,52.2,0.22,3.77,1.91,164.0,Moderate
2017-02-24,Hyderabad,68.68,178.16,14.91,44.73,14.36,41.8,0.21,30.71,56.79,0.27,5.19,1.92,183.0,Moderate
2017-02-25,Hyderabad,80.73,198.07,9.99,46.49,13.6,47.49,0.21,40.3,51.85,0.36,5.39,1.32,165.0,Moderate
2017-02-26,Hyderabad,64.09,163.99,10.4,44.5,12.84,29.14,0.22,26.83,57.97,0.25,3.35,2.7,165.0,Moderate
2017-02-27,Hyderabad,55.13,148.99,12.48,39.79,11.67,29.39,0.28,17.65,64.27,0.18,2.08,0.46,179.0,Moderate
2017-02-28,Hyderabad,69.06,177.21,13.34,45.33,13.98,40.73,0.23,27.21,64.43,0.31,2.94,0.94,197.0,Moderate
2017-03-01,Hyderabad,63.3,161.94,7.64,38.86,9.94,25.67,0.24,15.45,38.61,0.14,1.65,0.41,166.0,Moderate
2017-03-02,Hyderabad,57.86,130.83,7.72,29.63,8.8,18.51,0.19,10.31,42.14,0.08,0.98,0.31,147.0,Moderate
2017-03-03,Hyderabad,28.95,87.02,7.66,25.79,7.97,17.57,0.14,7.43,51.83,0.08,0.97,0.28,142.0,Moderate
2017-03-04,Hyderabad,32.73,90.8,7.83,25.01,7.66,18.84,0.16,10.15,68.85,0.06,0.92,0.22,116.0,Moderate
2017-03-05,Hyderabad,31.06,69.14,7.81,19.79,6.75,15.43,0.14,14.85,55.32,0.05,0.92,0.17,102.0,Moderate
2017-03-06,Hyderabad,42.16,106.15,8.94,28.0,8.86,17.68,0.17,9.61,50.93,0.09,1.39,0.36,106.0,Moderate
2017-03-07,Hyderabad,35.62,80.09,7.05,17.76,6.07,14.61,0.14,12.29,55.68,0.05,0.74,0.18,109.0,Moderate
2017-03-08,Hyderabad,45.6,118.95,8.68,28.85,8.91,16.96,0.13,13.64,57.87,0.09,1.85,0.48,124.0,Moderate
2017-03-09,Hyderabad,77.14,189.5,13.65,45.09,14.68,24.9,0.2,19.6,47.16,0.17,3.35,1.02,181.0,Moderate
2017-03-10,Hyderabad,30.97,89.71,8.47,24.09,8.42,13.14,0.12,9.13,42.43,0.05,1.05,0.31,113.0,Moderate
2017-03-11,Hyderabad,30.33,111.84,9.63,33.13,10.18,8.95,0.11,12.9,43.3,0.06,1.02,0.57,108.0,Moderate
